"dataset_origin" "subject" "activity" "measure" "mean"
"TRAIN" "11" "WALKING" "body_acceleration_jerk_standard_deviation_time-z" 0.720654731186441
"TRAIN" "11" "WALKING" "body_acceleration_magnitude_average_frequency" 0.0973053667871695
"TRAIN" "11" "WALKING" "body_acceleration_magnitude_mean_frequency" 0.458514062542373
"TRAIN" "11" "WALKING" "body_acceleration_magnitude_mean_time" 0.288323472033898
"TRAIN" "11" "WALKING" "body_acceleration_magnitude_standard_deviation_frequency" 0.584455992033898
"TRAIN" "11" "WALKING" "body_acceleration_magnitude_standard_deviation_time" 0.487735915084746
"TRAIN" "11" "WALKING" "body_acceleration_mean_frequency-x" 0.396533731864407
"TRAIN" "11" "WALKING" "body_acceleration_mean_frequency-y" 0.121243123058644
"TRAIN" "11" "WALKING" "body_acceleration_mean_frequency-z" 0.616402910169492
"TRAIN" "11" "WALKING" "body_acceleration_mean_time-x" 0.271821892881356
"TRAIN" "11" "WALKING" "body_acceleration_mean_time-y" 0.0200902991522034
"TRAIN" "11" "WALKING" "body_acceleration_mean_time-z" 0.106096304033898
"TRAIN" "11" "WALKING" "body_acceleration_standard_deviation_frequency-x" 0.433703311525424
"TRAIN" "11" "WALKING" "body_acceleration_standard_deviation_frequency-y" 0.1085128091
"TRAIN" "11" "WALKING" "body_acceleration_standard_deviation_frequency-z" 0.523093394915254
"TRAIN" "11" "WALKING" "body_acceleration_standard_deviation_time-x" 0.422842071864407
"TRAIN" "11" "WALKING" "body_acceleration_standard_deviation_time-y" 0.0965415308
"TRAIN" "11" "WALKING" "body_acceleration_standard_deviation_time-z" 0.530626311355932
"TRAIN" "11" "WALKING" "body_body_acceleration_jerk_magnitude_average_frequency" 0.130448730667797
"TRAIN" "11" "WALKING" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.395116134237288
"TRAIN" "11" "WALKING" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.41744681559322
"TRAIN" "11" "WALKING" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.110649906715254
"TRAIN" "11" "WALKING" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.751914457457627
"TRAIN" "11" "WALKING" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.773574064745763
"TRAIN" "11" "WALKING" "body_body_gyroscope_magnitude_average_frequency" 0.09228129044
"TRAIN" "11" "WALKING" "body_body_gyroscope_magnitude_mean_frequency" 0.610222628813559
"TRAIN" "11" "WALKING" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.59974543779661
"TRAIN" "11" "WALKING" "body_gyroscope_average_frequency-x" 0.206329884915254
"TRAIN" "11" "WALKING" "body_gyroscope_average_frequency-y" 0.298024242322034
"TRAIN" "11" "WALKING" "body_gyroscope_average_frequency-z" 0.197437953576271
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_magnitude_mean_time" 0.63073270559322
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.753671416101695
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_mean_time-x" 0.120683234155932
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_mean_time-y" 0.123191539464407
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_mean_time-z" 0.092272850479661
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_standard_deviation_time-x" 0.541616397118644
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_standard_deviation_time-y" 0.737993755932203
"TRAIN" "11" "WALKING" "body_gyroscope_jerk_standard_deviation_time-z" 0.551079942542373
"TRAIN" "11" "WALKING" "body_gyroscope_magnitude_mean_time" 0.421801673559322
"TRAIN" "11" "WALKING" "body_gyroscope_magnitude_standard_deviation_time" 0.558362783220339
"TRAIN" "11" "WALKING" "body_gyroscope_mean_frequency-x" 0.514753307627119
"TRAIN" "11" "WALKING" "body_gyroscope_mean_frequency-y" 0.593107398474576
"TRAIN" "11" "WALKING" "body_gyroscope_mean_frequency-z" 0.398293336610169
"TRAIN" "11" "WALKING" "body_gyroscope_mean_time-x" 0.0957125380711864
"TRAIN" "11" "WALKING" "body_gyroscope_mean_time-y" 0.092864477459322
"TRAIN" "11" "WALKING" "body_gyroscope_mean_time-z" 0.0970689057541441
"TRAIN" "11" "WALKING" "body_gyroscope_standard_deviation_frequency-x" 0.623150268983051
"TRAIN" "11" "WALKING" "body_gyroscope_standard_deviation_frequency-y" 0.453663184067797
"TRAIN" "11" "WALKING" "body_gyroscope_standard_deviation_frequency-z" 0.498554639491525
"TRAIN" "11" "WALKING" "body_gyroscope_standard_deviation_time-x" 0.596346930847458
"TRAIN" "11" "WALKING" "body_gyroscope_standard_deviation_time-y" 0.499625287288136
"TRAIN" "11" "WALKING" "body_gyroscope_standard_deviation_time-z" 0.434178202542373
"TRAIN" "11" "WALKING" "gravity_acceleration_magnitude_mean_time" 0.288323472033898
"TRAIN" "11" "WALKING" "gravity_acceleration_magnitude_standard_deviation_time" 0.487735915084746
"TRAIN" "11" "WALKING" "gravity_acceleration_mean_time-x" 0.946468451355932
"TRAIN" "11" "WALKING" "gravity_acceleration_mean_time-y" 0.212045870169492
"TRAIN" "11" "WALKING" "gravity_acceleration_mean_time-z" 0.134053215101695
"TRAIN" "11" "WALKING" "gravity_acceleration_standard_deviation_time-x" 0.98110101440678
"TRAIN" "11" "WALKING" "gravity_acceleration_standard_deviation_time-y" 0.966240553559322
"TRAIN" "11" "WALKING" "gravity_acceleration_standard_deviation_time-z" 0.960852684067797
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_average_frequency-x" 0.400296382043478
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_average_frequency-y" 0.115027376678261
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_average_frequency-z" 0.11755932451087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_average_frequency-x" 0.338849974521739
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_average_frequency-y" 0.455972775869565
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_average_frequency-z" 0.254844299978261
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_magnitude_mean_time" 0.198206139934783
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_magnitude_standard_deviation_time" 0.13656977876087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_mean_frequency-x" 0.124832661921739
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_mean_frequency-y" 0.178333108141304
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_mean_frequency-z" 0.530225529130435
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_mean_time-x" 0.329617414456522
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_mean_time-y" 0.18742954676087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_mean_time-z" 0.189931590976087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_standard_deviation_frequency-x" 0.137944831380435
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_standard_deviation_frequency-y" 0.148552429
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_standard_deviation_frequency-z" 0.628902742826087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_standard_deviation_time-x" 0.0955503775782609
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_standard_deviation_time-y" 0.138577211467391
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_jerk_standard_deviation_time-z" 0.579710482173913
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_magnitude_average_frequency" 0.0802304314934783
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_magnitude_mean_frequency" 0.107482777880435
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_magnitude_mean_time" 0.13232452901087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_magnitude_standard_deviation_frequency" 0.137123060369565
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_magnitude_standard_deviation_time" 0.0734055468304348
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_mean_frequency-x" 0.0883859453869565
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_mean_frequency-y" 0.112558281936957
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_mean_frequency-z" 0.377624755652174
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_mean_time-x" 0.291605631956522
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_mean_time-y" 0.0273553803736957
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_mean_time-z" 0.111070149978261
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_standard_deviation_frequency-x" 0.190698631604348
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_standard_deviation_frequency-y" 0.0909363655847826
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_standard_deviation_frequency-z" 0.348626581521739
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_standard_deviation_time-x" 0.15423446956087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_standard_deviation_time-y" 0.112360668206522
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_acceleration_standard_deviation_time-z" 0.324026938043478
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_acceleration_jerk_magnitude_average_frequency" 0.126427536208478
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.113748673365217
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.182477729673913
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.122278673917391
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.668340527608696
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.714229669347826
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_gyroscope_magnitude_average_frequency" 0.204967526965217
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_gyroscope_magnitude_mean_frequency" 0.465241825869565
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.409882207165217
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_average_frequency-x" 0.288349142869565
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_average_frequency-y" 0.257437158652174
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_average_frequency-z" 0.15878937938087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_magnitude_mean_time" 0.599294760652174
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.677750588478261
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_mean_time-x" 0.148872888593478
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_mean_time-y" 0.0922991250652174
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_mean_time-z" 0.157979611741304
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_standard_deviation_time-x" 0.53437494826087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_standard_deviation_time-y" 0.684593318695652
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_jerk_standard_deviation_time-z" 0.480559152608696
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_magnitude_mean_time" 0.20310172226087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_magnitude_standard_deviation_time" 0.367497415136956
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_mean_frequency-x" 0.330037066717391
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_mean_frequency-y" 0.528254524130435
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_mean_frequency-z" 0.273459111956522
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_mean_time-x" 0.335866832223913
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_mean_time-y" 0.16209920918913
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_mean_time-z" 0.11971221571087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_standard_deviation_frequency-x" 0.398971796891304
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_standard_deviation_frequency-y" 0.481127494565217
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_standard_deviation_frequency-z" 0.397220471086957
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_standard_deviation_time-x" 0.376400954158696
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_standard_deviation_time-y" 0.495911719565217
"TRAIN" "11" "WALKING_DOWNSTAIRS" "body_gyroscope_standard_deviation_time-z" 0.318959594782609
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_magnitude_mean_time" 0.13232452901087
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_magnitude_standard_deviation_time" 0.0734055468304348
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_mean_time-x" 0.941746406521739
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_mean_time-y" 0.200321942608696
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_mean_time-z" 0.132371684891304
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_standard_deviation_time-x" 0.954497498695652
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_standard_deviation_time-y" 0.926310469565217
"TRAIN" "11" "WALKING_DOWNSTAIRS" "gravity_acceleration_standard_deviation_time-z" 0.925814906086956
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_average_frequency-x" 0.52447937047037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_average_frequency-y" 0.209688373888889
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_average_frequency-z" 0.486549897222222
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_average_frequency-x" 0.446992354759259
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_average_frequency-y" 0.461641074074074
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_average_frequency-z" 0.483745277203704
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_magnitude_mean_time" 0.509587701296296
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_magnitude_standard_deviation_time" 0.490485807222222
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_mean_frequency-x" 0.495927371666667
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_mean_frequency-y" 0.455317917037037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_mean_frequency-z" 0.765387905555556
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_mean_time-x" 0.194233149131481
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_mean_time-y" 0.120767469647778
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_mean_time-z" 0.129487895490741
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_standard_deviation_frequency-x" 0.458255021296296
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_standard_deviation_frequency-y" 0.437276328518518
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_standard_deviation_frequency-z" 0.803845087037037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_standard_deviation_time-x" 0.452961683518519
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_standard_deviation_time-y" 0.428119229814815
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_jerk_standard_deviation_time-z" 0.785359167222222
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_magnitude_average_frequency" 0.161744253962963
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_magnitude_mean_frequency" 0.336061027407407
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_magnitude_mean_time" 0.132594623759259
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_magnitude_standard_deviation_frequency" 0.376027878888889
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_magnitude_standard_deviation_time" 0.289592148148148
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_mean_frequency-x" 0.355348902222222
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_mean_frequency-y" 0.254645206944444
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_mean_frequency-z" 0.551742083518519
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_mean_time-x" 0.263775859277778
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_mean_time-y" 0.034069380787037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_mean_time-z" 0.106797216481481
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_standard_deviation_frequency-x" 0.198733655611111
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_standard_deviation_frequency-y" 0.098991811787037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_standard_deviation_frequency-z" 0.114766681005556
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_standard_deviation_time-x" 0.238802959018519
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_standard_deviation_time-y" 0.108384272427778
"TRAIN" "11" "WALKING_UPSTAIRS" "body_acceleration_standard_deviation_time-z" 0.203369399185185
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_acceleration_jerk_magnitude_average_frequency" 0.146154355166667
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.475928501666667
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.513703461481481
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.076123756312963
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.795986113703704
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.822428718888889
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_gyroscope_magnitude_average_frequency" 0.377996100925926
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_gyroscope_magnitude_mean_frequency" 0.55009966
"TRAIN" "11" "WALKING_UPSTAIRS" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.381223382777778
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_average_frequency-x" 0.281265534759259
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_average_frequency-y" 0.63553191687037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_average_frequency-z" 0.211148828574074
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_magnitude_mean_time" 0.757314813888889
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.80112703962963
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_mean_time-x" 0.164691818127778
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_mean_time-y" 0.105916012564815
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_mean_time-z" 0.071184172712037
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_standard_deviation_time-x" 0.660431336111111
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_standard_deviation_time-y" 0.809459436666667
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_jerk_standard_deviation_time-z" 0.777173388518518
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_magnitude_mean_time" 0.255048336944444
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_magnitude_standard_deviation_time" 0.377909862407407
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_mean_frequency-x" 0.471782782222222
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_mean_frequency-y" 0.581167154444444
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_mean_frequency-z" 0.674671878518519
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_mean_time-x" 0.252966112867963
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_mean_time-y" 0.203308704240741
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_mean_time-z" 0.0844592879105556
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_standard_deviation_frequency-x" 0.517811645740741
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_standard_deviation_frequency-y" 0.155599318201852
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_standard_deviation_frequency-z" 0.729928728518519
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_standard_deviation_time-x" 0.501331630185185
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_standard_deviation_time-y" 0.28204453962963
"TRAIN" "11" "WALKING_UPSTAIRS" "body_gyroscope_standard_deviation_time-z" 0.694658851666667
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_magnitude_mean_time" 0.132594623759259
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_magnitude_standard_deviation_time" 0.289592148148148
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_mean_time-x" 0.892626155555556
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_mean_time-y" 0.343576924814815
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_mean_time-z" 0.146633747092593
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_standard_deviation_time-x" 0.953463105740741
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_standard_deviation_time-y" 0.924360832962963
"TRAIN" "11" "WALKING_UPSTAIRS" "gravity_acceleration_standard_deviation_time-z" 0.906933171111111
"TRAIN" "14" "LAYING" "body_acceleration_average_frequency-x" 0.442950364647059
"TRAIN" "14" "LAYING" "body_acceleration_average_frequency-y" 0.221432539952941
"TRAIN" "14" "LAYING" "body_acceleration_average_frequency-z" 0.186086075656863
"TRAIN" "14" "LAYING" "body_acceleration_jerk_average_frequency-x" 0.193487269601961
"TRAIN" "14" "LAYING" "body_acceleration_jerk_average_frequency-y" 0.248682472831373
"TRAIN" "14" "LAYING" "body_acceleration_jerk_average_frequency-z" 0.18639066157451
"TRAIN" "14" "LAYING" "body_acceleration_jerk_magnitude_mean_time" 0.972576392941176
"TRAIN" "14" "LAYING" "body_acceleration_jerk_magnitude_standard_deviation_time" 0.966450909019608
"TRAIN" "14" "LAYING" "body_acceleration_jerk_mean_frequency-x" 0.972010709215686
"TRAIN" "14" "LAYING" "body_acceleration_jerk_mean_frequency-y" 0.969342124313725
"TRAIN" "14" "LAYING" "body_acceleration_jerk_mean_frequency-z" 0.968593195686275
"TRAIN" "14" "LAYING" "body_acceleration_jerk_mean_time-x" 0.098140384845098
"TRAIN" "14" "LAYING" "body_acceleration_jerk_mean_time-y" 0.0361656644941176
"TRAIN" "14" "LAYING" "body_acceleration_jerk_mean_time-z" 0.0481532713994118
"TRAIN" "14" "LAYING" "body_acceleration_jerk_standard_deviation_frequency-x" 0.973491388039216
"TRAIN" "14" "LAYING" "body_acceleration_jerk_standard_deviation_frequency-y" 0.969113291372549
"TRAIN" "14" "LAYING" "body_acceleration_jerk_standard_deviation_frequency-z" 0.97491443
"TRAIN" "14" "LAYING" "body_acceleration_jerk_standard_deviation_time-x" 0.971473557058824
"TRAIN" "14" "LAYING" "body_acceleration_jerk_standard_deviation_time-y" 0.96812761745098
"TRAIN" "14" "LAYING" "body_acceleration_jerk_standard_deviation_time-z" 0.972431855490196
"TRAIN" "14" "LAYING" "body_acceleration_magnitude_average_frequency" 0.222594193154902
"TRAIN" "14" "LAYING" "body_acceleration_magnitude_mean_frequency" 0.91265788645098
"TRAIN" "14" "LAYING" "body_acceleration_magnitude_mean_time" 0.91220238627451
"TRAIN" "14" "LAYING" "body_acceleration_magnitude_standard_deviation_frequency" 0.932536125490196
"TRAIN" "14" "LAYING" "body_acceleration_magnitude_standard_deviation_time" 0.928711770196078
"TRAIN" "14" "LAYING" "body_acceleration_mean_frequency-x" 0.933936178235294
"TRAIN" "14" "LAYING" "body_acceleration_mean_frequency-y" 0.930366906078431
"TRAIN" "14" "LAYING" "body_acceleration_mean_frequency-z" 0.927882307058824
"TRAIN" "14" "LAYING" "body_acceleration_mean_time-x" 0.317627168823529
"TRAIN" "14" "LAYING" "body_acceleration_mean_time-y" 0.0256506243862745
"TRAIN" "14" "LAYING" "body_acceleration_mean_time-z" 0.121301549311765
"TRAIN" "14" "LAYING" "body_acceleration_standard_deviation_frequency-x" 0.913090918137255
"TRAIN" "14" "LAYING" "body_acceleration_standard_deviation_frequency-y" 0.905221049156863
"TRAIN" "14" "LAYING" "body_acceleration_standard_deviation_frequency-z" 0.918623615294118
"TRAIN" "14" "LAYING" "body_acceleration_standard_deviation_time-x" 0.917501887333333
"TRAIN" "14" "LAYING" "body_acceleration_standard_deviation_time-y" 0.909697040980392
"TRAIN" "14" "LAYING" "body_acceleration_standard_deviation_time-z" 0.917120784588235
"TRAIN" "14" "LAYING" "body_body_acceleration_jerk_magnitude_average_frequency" 0.345678654429412
"TRAIN" "14" "LAYING" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.96798859627451
"TRAIN" "14" "LAYING" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.963607433921569
"TRAIN" "14" "LAYING" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.312730928490196
"TRAIN" "14" "LAYING" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.966455343137255
"TRAIN" "14" "LAYING" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.963666018039216
"TRAIN" "14" "LAYING" "body_body_gyroscope_magnitude_average_frequency" 0.230218662009804
"TRAIN" "14" "LAYING" "body_body_gyroscope_magnitude_mean_frequency" 0.930151731176471
"TRAIN" "14" "LAYING" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.917760104901961
"TRAIN" "14" "LAYING" "body_gyroscope_average_frequency-x" 0.2711022462
"TRAIN" "14" "LAYING" "body_gyroscope_average_frequency-y" 0.303488997756863
"TRAIN" "14" "LAYING" "body_gyroscope_average_frequency-z" 0.126095173686275
"TRAIN" "14" "LAYING" "body_gyroscope_jerk_magnitude_mean_time" 0.975621183137255
"TRAIN" "14" "LAYING" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.964009921960784
"TRAIN" "14" "LAYING" "body_gyroscope_jerk_mean_time-x" 0.105446637019608
